,Post,Labels Set
1919,আমি গর্বিত করি যে পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশাপাশি পাশি পাশাপাশাপাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি পাশি,non-hostile
1920,#Unnao তরুণদের সাথে কথা বলতে চার্চ ইন্চার্জে গঠিত ওগু চার্চ ইন্চার্জ जागेंद्र सिंह লাইন হজির তরুণদের সাথে কথা বলার অডিও ভাইরাল হয়েছিল ভাইরাল অডিও ক্ষেত্রে লাইন হজির ফেহাপুর চার্চের ওগু এলাকায় ঘটনা @unnaopolice @Uppolice #policemedianews,non-hostile
1921,Poco M2 Pro এর ফ্লাশ সেল শেষ খোলা সেলে পাওয়া যায় ফোন@POCOGlobal#POCOM2Prohttps//tco/hYD8rpBHUr,non-hostile
1922,65 বছরের বেশি বয়সী ব্যক্তিরা অন্য অসুস্থতা থেকে রোগী ব্যক্তিরা গর্ভবতী নারীদের এবং 10 বছরের কম বয়সী শিশুদের বাইরে থাকবে যারা স্বাস্থ্যের প্রয়োজনীয়তা অনুযায়ী বাইরে যাওয়ার প্রয়োজনীয় অবস্থার বাইরে না থাকবেACS বাড়ি এবং তথ্যশ্রী @AwasthiAwanishK G https//tco/DCqQPRs4bn,non-hostile
1923,পানিপাতে শ্রমিক থেকে দশ মিলিয়ন রঙালি পুলিশ পাঠিয়েছিলেন গানমান হতাশ করে কথা বলুন- দাঁড়িয়ে দিন বা এটি পরিচালনা করুন#Panipat #panipatcrime https//tco/QTKpZiXYbc,non-hostile
1924,এনলক-4 এর গাইডলাইন অনুযায়ী আজ নোয়েডার আকু लाइनে মেট্রো পরিষেবা পুনরাবৃত্তি করা হয়েছে https//tco/SBFpvzGIih#CoronavirusOutbreak #NoidaMetro https//tco/zznLhi0uxK,non-hostile
1925,সবসময় এটাই প্যাকেটের কথা। #Pappu,offensive
1926,কি একটি মেয়ে জন্য রেলওয়ে চালানোর দরকার ছিল রাজধানী এক্সপ্রেস স্টোরি রুই আলো রানচি থেকে বিবিসি হিন্দির জন্য आवाज ভূমিকা মতামত https//tco/7kqEuEjabx,non-hostile
1927,এমন পাহান্ডো থেকে দুর থাকো যে জলাদ কমেন শয়তান শাসন প্রশাসনকে এমন লোকদেরকে কঠোরভাবে কঠোরভাবে শাস্তি দেয়া করে মাঝে চকতে ফ্যাশিতে উঠা উচিতजय हिंद जय श्री राम जय हिंदू জাতি <unk>আखिल ভারত हिंदू महासभा छत्तीसगढ़ प्रदेश তরুণ महाমন্ত্রী मिलन साहु *दिपक साहु* https//tco/IzXvyedqMy,"hate,offensive"
1928,"আজ #আসামে এই অবস্থা, তাহলে আগামীকাল ইউপি এবং ডিলিতে অবশ্যই নজর আসবে! কিন্তু ডিলিতে তাহলে সারা দেশের কন্যা-কন্যা থেকে এসে লোকেরা বাস হয়েছেন, তারা কোথায় থেকে তাদের কাগজ দেখবে!",hate
1929,#Jhansi পুলিশ ড্রোন ক্যামেরা থেকে গাছে প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর প্রচুর।,non-hostile
