,Post,Labels Set
1234,This way recovery rate is 75 percent ACS Medicine and Health Mr. Amit Mohan Prasad G@ShishirGoUP,non-hostile
1235,Yogi G. You say sample to the general public give the Gali. but tell-1 you only do the work of the shakers but the remaining 94% of the people where to go2 Brahman's injustice Why other races against discrimination Why 1/3 https//tco/aJQvxLCbMM,non-hostile
1236,A cut person like Javed Akhtar has never written any Muslim malignant in the story of all the films that he has written for years @SrBachchan @aajtak @SonuSood @ZeeNews @ndtv @BBCHindi,offensive
1237,The Government of Kamalnat made an initiative to change the Collector's name in 2018 on this now the Government of Shivraj has stopped #HindiNews https//tco/DQmCBK5a9r,non-hostile
1238,More than four million road accidents occurred in the country in the year 2019. read this report#NCRB #RoadAccidentshttps//tco/kgD8MtRXUf,non-hostile
1239,How Changed China See #DNA LIVE @sudhirchaudhary with https//tco/O3EyHblmtz,non-hostile
1240,"The chief minister of Maharashtra, Uthuv ठाkare, can be seen leaving in front of the photo of Sonia Gandhi.",fake
1241,@AAPDelhi @DrKumarVishwas as a cage teaspoon @SanjayAzadSln pushed a marshal all the #marshal's request was to kill like a dog of fall this cage was not a 2 cage house and marshal's hand appeared,hate
1242,Delhi #Gurudwara #BanglaSahib https//tco/e5uwav0BLg,non-hostile
1243,BCCI is very big shock Team India's Jersey has not been made by any company #HindiNewshttps//tco/P7GrnWA0Fh,non-hostile
1244,BBC Impact Woman Farmers Lighting Country Country Country Country Country Country Country Country Country Country Country Country Country Country Country Country,non-hostile
1245,A place board was just 100 rupees I learned how to become a prime minister I saw when I went inside and I was teaching people to make tea. 😂😂😂 😛,offensive
1246,You will count the number of people in your first number.,offensive
1247,The Indian Army has captured the Black Top Summit and will now be on the Chinese soldiers across the LAC #IndiaChinaBorder #IndiaChinaBorderTension https//tco/sHMJnfGORs,non-hostile
1248,A tea one another Samosa Narendra Modi you what trustworthy Naro's noise is the checker is the thief to whom it feels bad it is the sail haramchor.,offensive
1249,Country-world's all important news in culture- #Vaarta - not to be Prnub Da - President and PM did Prnub Da Remember - JEE and NEET exams start from today- Parliament's Monsoon Session 14 September to Corona country death rate 178 percent Watch https//tco/Mu7MibCcMy https//tco/FZQmoV8s38,non-hostile
1250,North Pradesh Bihar Zharkand Middle Pradesh Flying P Bengal Haryana Delhi Rajasthan Maharashtra including all the other states unemployed youths have not done anything badly with youths have come into power @BJP4India now is time to answer,hate
1251,Mayawati and Alkhlash Remembrance Assembly Subscription Before CBI Inspection Circle in HTTPS//tco/7i5wCRTBii,non-hostile
1252,Today’s question is: Should India be free?,hate
1253,"I'm not going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go, I'm going to go.","hate,offensive"
1254,This is a video of the Hindu temple in the Andhra Pradesh which has been created a quarantine center for Muslims.,fake
1255,On the Mumbai-based Vadala Railway Station Abu Today and the police were involved in the presence of Pakistan Jindaबाद's Nare!,"defamation,hate"
1256,#WeatherUpdates will be in many parts of the country including Delhi #IMD's fresh update@IMDWeather #WeatherForecast https//tco/pPO3WjiqKy,non-hostile
1257,"After long waiting and conflict finally he stands on the long party which the whole country was waiting for. Ram temple construction Ram Mandir Bhoomi Punjan will be the land prayer for Ram Mandir Bhoomi Punjan. This historic day began from the time when in 2019 the Supreme Court had heard a judgment in favour of Ram temple Ram Temple. This judgment was heard by the Supreme Court chief justice Ranjan Gogoi Ranjan Gogoi. former CJI CJI has come a great news. indeed, Ranjan Gogoi Corona transition Corona Positive has been confirmed.",fake
1258,*#Jaipur's #Raj-Mandir #Cinemahall Bika#**#Pride of Rajasthan was a title#**#Now will never be seen in Asia's greatest Rajamandir films #**#Rajasthan's capital is located in Jaipur this recent cinema viewers are also becoming its favourites Murid#*worldwide more than one is a cinema hall so. but Rajamandir Cinema Hall is one that is located in Rajasthan's capital Jaipur is one that has also left its impression in Asia but now in that historic cinema hall you will not be able to see all country-foreign cinema lovers or films.,fake
1259,Sushant Case: Cooper will question the doctors of the hospital CBI’s team will also be present https//tco/oSXwlo8mDo,non-hostile
1260,#MadhyaPradesh accused Faruk Khan said Nabalig son was caused by such https//tco/z1lctrDVaC,non-hostile
1261,RT @_Pb_swain_ BJP's Yogi are changing the old name to the name of the Sanaa Culture and the Congress's Gahlot Mughal-Gandhi Sultanate.,hate
1262,India @RahulGandhi's catastrophe on the second number in the Corona cases- country ahead in every wrong race#COVID__19 #India https//tco/eYfcIutsyY,non-hostile
1263,Middle Pradesh Prime Minister Shivraj Singh Chahan made the immersion of गणेश G in the residence on the occasion of the unfinished fourth with his whole family and also urged the people of the province not to make big events taking into account the #Korona guide. #AIRReport Sanjeev https//tco/xEWDOgO2vk,non-hostile
1264,Poco X3 NFC will be launched on September 7th this will be featureshttps//tco/lK5JWfDtPO,non-hostile
1265,The victory of Congress has not yet lasted for 24 hours and the Babri Mosque will remain in Pakistan.,fake
1266,These days Celebrity's social media profile tells you a lot about them. Anyone can see their profile on Instagram He has not changed his name unlike many other stars and has not added my surname. If you come to our house you will see that we have a temple too. Even helping our employees can tell you that Urmila has not changed religion. Playing such claims before the election is a common move and we are not troubled by it. My wife has not adopted Islam.,fake
1267,"In 90 million dislike, I’m crazy to see what it’s like to see what it’s like to see what it’s like.",fake
1268,There is no teacher in the village or then big-big educators all the national education policy looks like their education policy. all the minds have a feeling that the first education policy is the same improvement so I wanted to see being. this is a very big reason National education policy is accepted by: PM Modi https//tco/mYSjlqTYeB,non-hostile
1269,Five arrested actors-actresses who are shooting without permission in UP Bahraïch//tco/nvqGlUMjE3,non-hostile
1270,I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say every time I will say.,non-hostile
1271,#Amethi Wine Contract on 2 sides Marpet in both sides Jumping Lathy-Dandy went half a dozen people in Marpet in wounded Comrampur standing the case of the cozypur. @amethipolice @Uppolice #policemedianews,non-hostile
1272,File at time ITR not so the penalty filling as well as many kinds of discount will not get advantagehttps//tco/3IwiFS3d1n,non-hostile
1273,"If someone has no symptoms at home, can we use each other’s items #IndiaFightsCorona #COVID19 @PIB_India @PrakashJavdekar @shashidigital https//tco/IrUJE0xKlZ",non-hostile
1274,People in protest against the fake news shown by the News Channel to date on the street of the Uttarellal media is now not very good in India for the first time against the corrupt media...Mahapreek #Today by the News Channel in protest against the fake news people landed on the street,fake
1275,The night of June 15 took place on the Gulvan Valley. a photo of the tapes in Tiranga.,fake
1276,The training program was organized with the main authorities of the Bhopal Zone to run the oxygen inspection campaign.@AapKaGopalRai @AamAadmiParty @AAPMPOfficial https//tco/XoGyuQ1zmt,non-hostile
1277,There is no other nursing in Bihar! business headquarters no clue to the child so farhttps//tco/DpZnfWbn5y,non-hostile
1278,The viral posts of Dr. Kefel Khan's release are false https//tco/YVbkd5qwbQ,non-hostile
1279,Who's going to catch Uttar Maange Pradeshhttps//tco/f1QL3uuG7A#UPNews,non-hostile
1280,@yogrishiramdev said #corona's treatment is made to the name propagated #coronil! 3 to 7 days to claim to heal.When everyone started asking then now @Ach_Balkrishna says that he never talked about treatment! #coronil is immunity booster!,defamation
1281,The doctor in the video when he removes the tube then with him also a long serpent comes out if this video wasn’t so hard to believe this news as much as the news of more dislike than likes on ‘mind’ on https//tco/9PjtWsd8dy,non-hostile
1282,Indian actress Anapam Kher to Nepal and Nepal Symbol Positive Comment,fake
1283,This was the first interview of Gouri. Why after marriage crisis the actress Shaykh Khan and his wife Gouri Khan's article claiming the divorce is so false and the text of Shaykh Khan appears as part of the global scandal to sell an anti-aging cream named Ovelah. This story is just a web page named Entertainment Tude Insider News that has been told about the web site that has changed the story but I have been told about a story. but by clicking on this we see an advertisement for Ovelah who has abused a picture of the actress Shaykh Khan Chopra. The text of Shaykh Khan appears as an interview and something like this begins as part of the “shaykh Khan’s reason is that the money is different to the union of Shaykh Khan’s reason is that the wife of Shaykh Khan’s reason is not different to the union of Shaykh Khan’s reason and that the behavior of Shaykh Khan’s reason is that the behavior of Shaykh Khan’s reason,fake
1284,Two young children sitting next to the unconscious woman are putting water on her head.,fake
1285,"In the first place, the people of the city, who were in the midst of the covenant, were in the midst of the covenant, who were in the midst of the covenant, who were in the midst of the covenant, who were in the midst of the covenant, who were in the midst of the covenant.",fake
